customer_id,first_name,last_name,email,signup_date,region
55,First_55,Last_55,user55@example.com,2020-02-24,South
56,First_56,Last_56,user56@example.com,2020-02-25,Northeast
57,First_57,Last_57,user57@example.com,2020-02-26,South
58,First_58,Last_58,user58@example.com,2020-02-27,West
59,First_59,Last_59,user59@example.com,2020-02-28,West
60,First_60,Last_60,user60@example.com,2020-02-29,Midwest
61,First_61,Last_61,user61@example.com,2020-03-01,Northeast
62,First_62,Last_62,user62@example.com,2020-03-02,South
63,First_63,Last_63,user63@example.com,2020-03-03,West
64,First_64,Last_64,user64@example.com,2020-03-04,West
65,First_65,Last_65,user65@example.com,2020-03-05,South
66,First_66,Last_66,user66@example.com,2020-03-06,Midwest
67,First_67,Last_67,user67@example.com,2020-03-07,West
68,First_68,Last_68,user68@example.com,2020-03-08,Northeast
69,First_69,Last_69,user69@example.com,2020-03-09,West
70,First_70,Last_70,user70@example.com,2020-03-10,Northeast
71,First_71,Last_71,user71@example.com,2020-03-11,South
72,First_72,Last_72,user72@example.com,2020-03-12,Northeast
73,First_73,Last_73,user73@example.com,2020-03-13,South
74,First_74,Last_74,user74@example.com,2020-03-14,Northeast
75,First_75,Last_75,user75@example.com,2020-03-15,South
76,First_76,Last_76,user76@example.com,2020-03-16,Northeast
77,First_77,Last_77,user77@example.com,2020-03-17,Midwest
78,First_78,Last_78,user78@example.com,2020-03-18,Northeast
79,First_79,Last_79,user79@example.com,2020-03-19,Northeast
80,First_80,Last_80,user80@example.com,2020-03-20,Midwest
81,First_81,Last_81,user81@example.com,2020-03-21,West
82,First_82,Last_82,user82@example.com,2020-03-22,West
83,First_83,Last_83,user83@example.com,2020-03-23,Northeast
84,First_84,Last_84,user84@example.com,2020-03-24,Midwest
85,First_85,Last_85,user85@example.com,2020-03-25,Northeast
86,First_86,Last_86,user86@example.com,2020-03-26,South
87,First_87,Last_87,user87@example.com,2020-03-27,South
88,First_88,Last_88,user88@example.com,2020-03-28,Northeast
89,First_89,Last_89,user89@example.com,2020-03-29,West
90,First_90,Last_90,user90@example.com,2020-03-30,West
91,First_91,Last_91,user91@example.com,2020-03-31,Northeast
92,First_92,Last_92,user92@example.com,2020-04-01,Northeast
93,First_93,Last_93,user93@example.com,2020-04-02,South
94,First_94,Last_94,user94@example.com,2020-04-03,West
95,First_95,Last_95,user95@example.com,2020-04-04,Northeast
96,First_96,Last_96,user96@example.com,2020-04-05,South
97,First_97,Last_97,user97@example.com,2020-04-06,West
98,First_98,Last_98,user98@example.com,2020-04-07,Midwest
99,First_99,Last_99,user99@example.com,2020-04-08,South
100,First_100,Last_100,user100@example.com,2020-04-09,West
101,First_101,Last_101,user101@example.com,2020-04-10,West
102,First_102,Last_102,user102@example.com,2020-04-11,South
103,First_103,Last_103,user103@example.com,2020-04-12,Midwest
104,First_104,Last_104,user104@example.com,2020-04-13,South
105,First_105,Last_105,user105@example.com,2020-04-14,West
106,First_106,Last_106,user106@example.com,2020-04-15,Northeast
107,First_107,Last_107,user107@example.com,2020-04-16,Northeast
108,First_108,Last_108,user108@example.com,2020-04-17,South
109,First_109,Last_109,user109@example.com,2020-04-18,West
110,First_110,Last_110,user110@example.com,2020-04-19,Northeast
111,First_111,Last_111,user111@example.com,2020-04-20,West
112,First_112,Last_112,user112@example.com,2020-04-21,South
113,First_113,Last_113,user113@example.com,2020-04-22,Northeast
114,First_114,Last_114,user114@example.com,2020-04-23,West
115,First_115,Last_115,user115@example.com,2020-04-24,Northeast
116,First_116,Last_116,user116@example.com,2020-04-25,South
117,First_117,Last_117,user117@example.com,2020-04-26,West
118,First_118,Last_118,user118@example.com,2020-04-27,Northeast
119,First_119,Last_119,user119@example.com,2020-04-28,South
120,First_120,Last_120,user120@example.com,2020-04-29,Northeast
121,First_121,Last_121,user121@example.com,2020-04-30,Northeast
122,First_122,Last_122,user122@example.com,2020-05-01,Midwest
123,First_123,Last_123,user123@example.com,2020-05-02,Midwest
124,First_124,Last_124,user124@example.com,2020-05-03,South
125,First_125,Last_125,user125@example.com,2020-05-04,Midwest
126,First_126,Last_126,user126@example.com,2020-05-05,South
127,First_127,Last_127,user127@example.com,2020-05-06,Midwest
128,First_128,Last_128,user128@example.com,2020-05-07,Northeast
129,First_129,Last_129,user129@example.com,2020-05-08,South
130,First_130,Last_130,user130@example.com,2020-05-09,South
131,First_131,Last_131,user131@example.com,2020-05-10,Northeast
132,First_132,Last_132,user132@example.com,2020-05-11,South
133,First_133,Last_133,user133@example.com,2020-05-12,South
134,First_134,Last_134,user134@example.com,2020-05-13,Midwest
135,First_135,Last_135,user135@example.com,2020-05-14,South
136,First_136,Last_136,user136@example.com,2020-05-15,West
137,First_137,Last_137,user137@example.com,2020-05-16,Northeast
138,First_138,Last_138,user138@example.com,2020-05-17,Midwest
139,First_139,Last_139,user139@example.com,2020-05-18,Midwest
140,First_140,Last_140,user140@example.com,2020-05-19,West
141,First_141,Last_141,user141@example.com,2020-05-20,Northeast
142,First_142,Last_142,user142@example.com,2020-05-21,Northeast
143,First_143,Last_143,user143@example.com,2020-05-22,Midwest
144,First_144,Last_144,user144@example.com,2020-05-23,South
145,First_145,Last_145,user145@example.com,2020-05-24,Midwest
146,First_146,Last_146,user146@example.com,2020-05-25,Northeast
147,First_147,Last_147,user147@example.com,2020-05-26,West
148,First_148,Last_148,user148@example.com,2020-05-27,Midwest
149,First_149,Last_149,user149@example.com,2020-05-28,Northeast
150,First_150,Last_150,user150@example.com,2020-05-29,Midwest
151,First_151,Last_151,user151@example.com,2020-05-30,South
152,First_152,Last_152,user152@example.com,2020-05-31,Midwest
153,First_153,Last_153,user153@example.com,2020-06-01,Midwest
154,First_154,Last_154,user154@example.com,2020-06-02,Northeast
155,First_155,Last_155,user155@example.com,2020-06-03,Northeast
156,First_156,Last_156,user156@example.com,2020-06-04,Northeast
157,First_157,Last_157,user157@example.com,2020-06-05,Midwest
158,First_158,Last_158,user158@example.com,2020-06-06,South
159,First_159,Last_159,user159@example.com,2020-06-07,West
160,First_160,Last_160,user160@example.com,2020-06-08,West
161,First_161,Last_161,user161@example.com,2020-06-09,Northeast
162,First_162,Last_162,user162@example.com,2020-06-10,Northeast
163,First_163,Last_163,user163@example.com,2020-06-11,Midwest
164,First_164,Last_164,user164@example.com,2020-06-12,West
165,First_165,Last_165,user165@example.com,2020-06-13,Northeast
166,First_166,Last_166,user166@example.com,2020-06-14,South
167,First_167,Last_167,user167@example.com,2020-06-15,South
168,First_168,Last_168,user168@example.com,2020-06-16,Northeast
169,First_169,Last_169,user169@example.com,2020-06-17,Northeast
170,First_170,Last_170,user170@example.com,2020-06-18,West
171,First_171,Last_171,user171@example.com,2020-06-19,West
172,First_172,Last_172,user172@example.com,2020-06-20,Midwest
173,First_173,Last_173,user173@example.com,2020-06-21,West
174,First_174,Last_174,user174@example.com,2020-06-22,South
175,First_175,Last_175,user175@example.com,2020-06-23,South
176,First_176,Last_176,user176@example.com,2020-06-24,Northeast
177,First_177,Last_177,user177@example.com,2020-06-25,West
178,First_178,Last_178,user178@example.com,2020-06-26,Midwest
179,First_179,Last_179,user179@example.com,2020-06-27,South
180,First_180,Last_180,user180@example.com,2020-06-28,South
181,First_181,Last_181,user181@example.com,2020-06-29,Midwest
182,First_182,Last_182,user182@example.com,2020-06-30,Midwest
183,First_183,Last_183,user183@example.com,2020-07-01,South
184,First_184,Last_184,user184@example.com,2020-07-02,South
185,First_185,Last_185,user185@example.com,2020-07-03,Midwest
186,First_186,Last_186,user186@example.com,2020-07-04,South
187,First_187,Last_187,user187@example.com,2020-07-05,Northeast
188,First_188,Last_188,user188@example.com,2020-07-06,Northeast
189,First_189,Last_189,user189@example.com,2020-07-07,Midwest
190,First_190,Last_190,user190@example.com,2020-07-08,West
191,First_191,Last_191,user191@example.com,2020-07-09,Midwest
192,First_192,Last_192,user192@example.com,2020-07-10,Midwest
193,First_193,Last_193,user193@example.com,2020-07-11,West
194,First_194,Last_194,user194@example.com,2020-07-12,West
195,First_195,Last_195,user195@example.com,2020-07-13,West
196,First_196,Last_196,user196@example.com,2020-07-14,Northeast
197,First_197,Last_197,user197@example.com,2020-07-15,South
198,First_198,Last_198,user198@example.com,2020-07-16,Northeast
199,First_199,Last_199,user199@example.com,2020-07-17,South
200,First_200,Last_200,user200@example.com,2020-07-18,Northeast
201,First_201,Last_201,user201@example.com,2020-07-19,South
202,First_202,Last_202,user202@example.com,2020-07-20,Northeast
203,First_203,Last_203,user203@example.com,2020-07-21,West
204,First_204,Last_204,user204@example.com,2020-07-22,Midwest
205,First_205,Last_205,user205@example.com,2020-07-23,Northeast
206,First_206,Last_206,user206@example.com,2020-07-24,South
207,First_207,Last_207,user207@example.com,2020-07-25,West
208,First_208,Last_208,user208@example.com,2020-07-26,Northeast
209,First_209,Last_209,user209@example.com,2020-07-27,Northeast
210,First_210,Last_210,user210@example.com,2020-07-28,West
211,First_211,Last_211,user211@example.com,2020-07-29,Northeast
212,First_212,Last_212,user212@example.com,2020-07-30,Midwest
213,First_213,Last_213,user213@example.com,2020-07-31,Northeast
214,First_214,Last_214,user214@example.com,2020-08-01,Midwest
215,First_215,Last_215,user215@example.com,2020-08-02,Midwest
216,First_216,Last_216,user216@example.com,2020-08-03,West
217,First_217,Last_217,user217@example.com,2020-08-04,Northeast
218,First_218,Last_218,user218@example.com,2020-08-05,West
219,First_219,Last_219,user219@example.com,2020-08-06,Northeast
220,First_220,Last_220,user220@example.com,2020-08-07,Northeast
221,First_221,Last_221,user221@example.com,2020-08-08,South
222,First_222,Last_222,user222@example.com,2020-08-09,Northeast
223,First_223,Last_223,user223@example.com,2020-08-10,West
224,First_224,Last_224,user224@example.com,2020-08-11,Midwest
225,First_225,Last_225,user225@example.com,2020-08-12,Northeast
226,First_226,Last_226,user226@example.com,2020-08-13,South
227,First_227,Last_227,user227@example.com,2020-08-14,West
228,First_228,Last_228,user228@example.com,2020-08-15,Northeast
229,First_229,Last_229,user229@example.com,2020-08-16,West
230,First_230,Last_230,user230@example.com,2020-08-17,South
231,First_231,Last_231,user231@example.com,2020-08-18,South
232,First_232,Last_232,user232@example.com,2020-08-19,West
233,First_233,Last_233,user233@example.com,2020-08-20,Northeast
234,First_234,Last_234,user234@example.com,2020-08-21,Midwest
235,First_235,Last_235,user235@example.com,2020-08-22,South
236,First_236,Last_236,user236@example.com,2020-08-23,Northeast
237,First_237,Last_237,user237@example.com,2020-08-24,Northeast
238,First_238,Last_238,user238@example.com,2020-08-25,Midwest
239,First_239,Last_239,user239@example.com,2020-08-26,South
240,First_240,Last_240,user240@example.com,2020-08-27,South
241,First_241,Last_241,user241@example.com,2020-08-28,Northeast
242,First_242,Last_242,user242@example.com,2020-08-29,Northeast
243,First_243,Last_243,user243@example.com,2020-08-30,Midwest
244,First_244,Last_244,user244@example.com,2020-08-31,Midwest
245,First_245,Last_245,user245@example.com,2020-09-01,South
246,First_246,Last_246,user246@example.com,2020-09-02,West
247,First_247,Last_247,user247@example.com,2020-09-03,South
248,First_248,Last_248,user248@example.com,2020-09-04,Northeast
249,First_249,Last_249,user249@example.com,2020-09-05,South
250,First_250,Last_250,user250@example.com,2020-09-06,West
251,First_251,Last_251,user251@example.com,2020-09-07,Midwest
252,First_252,Last_252,user252@example.com,2020-09-08,West
253,First_253,Last_253,user253@example.com,2020-09-09,West
254,First_254,Last_254,user254@example.com,2020-09-10,West
255,First_255,Last_255,user255@example.com,2020-09-11,Midwest
256,First_256,Last_256,user256@example.com,2020-09-12,West
257,First_257,Last_257,user257@example.com,2020-09-13,West
258,First_258,Last_258,user258@example.com,2020-09-14,West
259,First_259,Last_259,user259@example.com,2020-09-15,Northeast
260,First_260,Last_260,user260@example.com,2020-09-16,West
261,First_261,Last_261,user261@example.com,2020-09-17,Midwest
262,First_262,Last_262,user262@example.com,2020-09-18,West
263,First_263,Last_263,user263@example.com,2020-09-19,West
264,First_264,Last_264,user264@example.com,2020-09-20,Midwest
265,First_265,Last_265,user265@example.com,2020-09-21,West
266,First_266,Last_266,user266@example.com,2020-09-22,Midwest
267,First_267,Last_267,user267@example.com,2020-09-23,West
268,First_268,Last_268,user268@example.com,2020-09-24,Midwest
269,First_269,Last_269,user269@example.com,2020-09-25,West
270,First_270,Last_270,user270@example.com,2020-09-26,West
271,First_271,Last_271,user271@example.com,2020-09-27,Northeast
272,First_272,Last_272,user272@example.com,2020-09-28,Northeast
273,First_273,Last_273,user273@example.com,2020-09-29,West
274,First_274,Last_274,user274@example.com,2020-09-30,West
275,First_275,Last_275,user275@example.com,2020-10-01,South
276,First_276,Last_276,user276@example.com,2020-10-02,Midwest
277,First_277,Last_277,user277@example.com,2020-10-03,South
278,First_278,Last_278,user278@example.com,2020-10-04,Northeast
279,First_279,Last_279,user279@example.com,2020-10-05,Northeast
280,First_280,Last_280,user280@example.com,2020-10-06,Northeast
281,First_281,Last_281,user281@example.com,2020-10-07,Northeast
282,First_282,Last_282,user282@example.com,2020-10-08,West
283,First_283,Last_283,user283@example.com,2020-10-09,Northeast
284,First_284,Last_284,user284@example.com,2020-10-10,West
285,First_285,Last_285,user285@example.com,2020-10-11,West
286,First_286,Last_286,user286@example.com,2020-10-12,Northeast
287,First_287,Last_287,user287@example.com,2020-10-13,Northeast
288,First_288,Last_288,user288@example.com,2020-10-14,Midwest
289,First_289,Last_289,user289@example.com,2020-10-15,South
290,First_290,Last_290,user290@example.com,2020-10-16,Northeast
291,First_291,Last_291,user291@example.com,2020-10-17,Midwest
292,First_292,Last_292,user292@example.com,2020-10-18,Midwest
293,First_293,Last_293,user293@example.com,2020-10-19,South
294,First_294,Last_294,user294@example.com,2020-10-20,West
295,First_295,Last_295,user295@example.com,2020-10-21,Northeast
296,First_296,Last_296,user296@example.com,2020-10-22,South
297,First_297,Last_297,user297@example.com,2020-10-23,Northeast
298,First_298,Last_298,user298@example.com,2020-10-24,Midwest
299,First_299,Last_299,user299@example.com,2020-10-25,Midwest
300,First_300,Last_300,user300@example.com,2020-10-26,West
301,First_301,Last_301,user301@example.com,2020-10-27,Midwest
302,First_302,Last_302,user302@example.com,2020-10-28,Midwest
303,First_303,Last_303,user303@example.com,2020-10-29,South
304,First_304,Last_304,user304@example.com,2020-10-30,Northeast
305,First_305,Last_305,user305@example.com,2020-10-31,Northeast
306,First_306,Last_306,user306@example.com,2020-11-01,South
307,First_307,Last_307,user307@example.com,2020-11-02,West
308,First_308,Last_308,user308@example.com,2020-11-03,Northeast
309,First_309,Last_309,user309@example.com,2020-11-04,Midwest
310,First_310,Last_310,user310@example.com,2020-11-05,Northeast
311,First_311,Last_311,user311@example.com,2020-11-06,Midwest
312,First_312,Last_312,user312@example.com,2020-11-07,West
313,First_313,Last_313,user313@example.com,2020-11-08,South
314,First_314,Last_314,user314@example.com,2020-11-09,Northeast
315,First_315,Last_315,user315@example.com,2020-11-10,South
316,First_316,Last_316,user316@example.com,2020-11-11,Northeast
317,First_317,Last_317,user317@example.com,2020-11-12,Midwest
318,First_318,Last_318,user318@example.com,2020-11-13,South
319,First_319,Last_319,user319@example.com,2020-11-14,Northeast
320,First_320,Last_320,user320@example.com,2020-11-15,Midwest
321,First_321,Last_321,user321@example.com,2020-11-16,South
322,First_322,Last_322,user322@example.com,2020-11-17,South
323,First_323,Last_323,user323@example.com,2020-11-18,Northeast
324,First_324,Last_324,user324@example.com,2020-11-19,Northeast
325,First_325,Last_325,user325@example.com,2020-11-20,Northeast
326,First_326,Last_326,user326@example.com,2020-11-21,Midwest
327,First_327,Last_327,user327@example.com,2020-11-22,Northeast
328,First_328,Last_328,user328@example.com,2020-11-23,South
329,First_329,Last_329,user329@example.com,2020-11-24,South
330,First_330,Last_330,user330@example.com,2020-11-25,Northeast
331,First_331,Last_331,user331@example.com,2020-11-26,Northeast
332,First_332,Last_332,user332@example.com,2020-11-27,West
333,First_333,Last_333,user333@example.com,2020-11-28,South
334,First_334,Last_334,user334@example.com,2020-11-29,Midwest
335,First_335,Last_335,user335@example.com,2020-11-30,West
336,First_336,Last_336,user336@example.com,2020-12-01,Northeast
337,First_337,Last_337,user337@example.com,2020-12-02,Northeast
338,First_338,Last_338,user338@example.com,2020-12-03,South
339,First_339,Last_339,user339@example.com,2020-12-04,Northeast
340,First_340,Last_340,user340@example.com,2020-12-05,Midwest
341,First_341,Last_341,user341@example.com,2020-12-06,South
342,First_342,Last_342,user342@example.com,2020-12-07,Northeast
343,First_343,Last_343,user343@example.com,2020-12-08,South
344,First_344,Last_344,user344@example.com,2020-12-09,Northeast
345,First_345,Last_345,user345@example.com,2020-12-10,Northeast
346,First_346,Last_346,user346@example.com,2020-12-11,Northeast
347,First_347,Last_347,user347@example.com,2020-12-12,Midwest
348,First_348,Last_348,user348@example.com,2020-12-13,Midwest
349,First_349,Last_349,user349@example.com,2020-12-14,South
350,First_350,Last_350,user350@example.com,2020-12-15,Northeast
351,First_351,Last_351,user351@example.com,2020-12-16,Northeast
352,First_352,Last_352,user352@example.com,2020-12-17,Midwest
353,First_353,Last_353,user353@example.com,2020-12-18,Northeast
354,First_354,Last_354,user354@example.com,2020-12-19,Midwest
355,First_355,Last_355,user355@example.com,2020-12-20,Northeast
356,First_356,Last_356,user356@example.com,2020-12-21,South
357,First_357,Last_357,user357@example.com,2020-12-22,Northeast
358,First_358,Last_358,user358@example.com,2020-12-23,Northeast
359,First_359,Last_359,user359@example.com,2020-12-24,West
360,First_360,Last_360,user360@example.com,2020-12-25,Midwest
361,First_361,Last_361,user361@example.com,2020-12-26,Northeast
362,First_362,Last_362,user362@example.com,2020-12-27,Northeast
363,First_363,Last_363,user363@example.com,2020-12-28,West
364,First_364,Last_364,user364@example.com,2020-12-29,West
365,First_365,Last_365,user365@example.com,2020-12-30,Midwest
366,First_366,Last_366,user366@example.com,2020-12-31,West
367,First_367,Last_367,user367@example.com,2021-01-01,South
368,First_368,Last_368,user368@example.com,2021-01-02,West
369,First_369,Last_369,user369@example.com,2021-01-03,South
370,First_370,Last_370,user370@example.com,2021-01-04,Midwest
371,First_371,Last_371,user371@example.com,2021-01-05,Midwest
372,First_372,Last_372,user372@example.com,2021-01-06,Midwest
373,First_373,Last_373,user373@example.com,2021-01-07,Midwest
374,First_374,Last_374,user374@example.com,2021-01-08,Midwest
375,First_375,Last_375,user375@example.com,2021-01-09,South
376,First_376,Last_376,user376@example.com,2021-01-10,South
377,First_377,Last_377,user377@example.com,2021-01-11,Midwest
378,First_378,Last_378,user378@example.com,2021-01-12,West
379,First_379,Last_379,user379@example.com,2021-01-13,Northeast
380,First_380,Last_380,user380@example.com,2021-01-14,Midwest
381,First_381,Last_381,user381@example.com,2021-01-15,West
382,First_382,Last_382,user382@example.com,2021-01-16,Northeast
383,First_383,Last_383,user383@example.com,2021-01-17,Midwest
384,First_384,Last_384,user384@example.com,2021-01-18,Midwest
385,First_385,Last_385,user385@example.com,2021-01-19,South
386,First_386,Last_386,user386@example.com,2021-01-20,Northeast
387,First_387,Last_387,user387@example.com,2021-01-21,Northeast
388,First_388,Last_388,user388@example.com,2021-01-22,West
389,First_389,Last_389,user389@example.com,2021-01-23,South
390,First_390,Last_390,user390@example.com,2021-01-24,South
391,First_391,Last_391,user391@example.com,2021-01-25,South
392,First_392,Last_392,user392@example.com,2021-01-26,South
393,First_393,Last_393,user393@example.com,2021-01-27,Northeast
394,First_394,Last_394,user394@example.com,2021-01-28,Northeast
395,First_395,Last_395,user395@example.com,2021-01-29,Midwest
396,First_396,Last_396,user396@example.com,2021-01-30,Midwest
397,First_397,Last_397,user397@example.com,2021-01-31,South
398,First_398,Last_398,user398@example.com,2021-02-01,South
399,First_399,Last_399,user399@example.com,2021-02-02,South
400,First_400,Last_400,user400@example.com,2021-02-03,Midwest
401,First_401,Last_401,user401@example.com,2021-02-04,West
402,First_402,Last_402,user402@example.com,2021-02-05,West
403,First_403,Last_403,user403@example.com,2021-02-06,Midwest
404,First_404,Last_404,user404@example.com,2021-02-07,Midwest
405,First_405,Last_405,user405@example.com,2021-02-08,Midwest
406,First_406,Last_406,user406@example.com,2021-02-09,Midwest
407,First_407,Last_407,user407@example.com,2021-02-10,Midwest
408,First_408,Last_408,user408@example.com,2021-02-11,Midwest
409,First_409,Last_409,user409@example.com,2021-02-12,South
410,First_410,Last_410,user410@example.com,2021-02-13,South
411,First_411,Last_411,user411@example.com,2021-02-14,South
412,First_412,Last_412,user412@example.com,2021-02-15,South
413,First_413,Last_413,user413@example.com,2021-02-16,Midwest
414,First_414,Last_414,user414@example.com,2021-02-17,West
415,First_415,Last_415,user415@example.com,2021-02-18,Northeast
416,First_416,Last_416,user416@example.com,2021-02-19,Midwest
417,First_417,Last_417,user417@example.com,2021-02-20,Northeast
418,First_418,Last_418,user418@example.com,2021-02-21,West
419,First_419,Last_419,user419@example.com,2021-02-22,South
420,First_420,Last_420,user420@example.com,2021-02-23,West
421,First_421,Last_421,user421@example.com,2021-02-24,Midwest
422,First_422,Last_422,user422@example.com,2021-02-25,South
423,First_423,Last_423,user423@example.com,2021-02-26,Midwest
424,First_424,Last_424,user424@example.com,2021-02-27,South
425,First_425,Last_425,user425@example.com,2021-02-28,Northeast
426,First_426,Last_426,user426@example.com,2021-03-01,Northeast
427,First_427,Last_427,user427@example.com,2021-03-02,Northeast
428,First_428,Last_428,user428@example.com,2021-03-03,West
429,First_429,Last_429,user429@example.com,2021-03-04,Midwest
430,First_430,Last_430,user430@example.com,2021-03-05,West
431,First_431,Last_431,user431@example.com,2021-03-06,Northeast
432,First_432,Last_432,user432@example.com,2021-03-07,Midwest
433,First_433,Last_433,user433@example.com,2021-03-08,Northeast
434,First_434,Last_434,user434@example.com,2021-03-09,West
435,First_435,Last_435,user435@example.com,2021-03-10,West
436,First_436,Last_436,user436@example.com,2021-03-11,West
437,First_437,Last_437,user437@example.com,2021-03-12,Northeast
438,First_438,Last_438,user438@example.com,2021-03-13,Midwest
439,First_439,Last_439,user439@example.com,2021-03-14,Midwest
440,First_440,Last_440,user440@example.com,2021-03-15,Northeast
441,First_441,Last_441,user441@example.com,2021-03-16,Midwest
442,First_442,Last_442,user442@example.com,2021-03-17,Northeast
443,First_443,Last_443,user443@example.com,2021-03-18,Midwest
444,First_444,Last_444,user444@example.com,2021-03-19,South
445,First_445,Last_445,user445@example.com,2021-03-20,South
446,First_446,Last_446,user446@example.com,2021-03-21,West
447,First_447,Last_447,user447@example.com,2021-03-22,South
448,First_448,Last_448,user448@example.com,2021-03-23,South
449,First_449,Last_449,user449@example.com,2021-03-24,South
450,First_450,Last_450,user450@example.com,2021-03-25,Northeast
451,First_451,Last_451,user451@example.com,2021-03-26,South
452,First_452,Last_452,user452@example.com,2021-03-27,South
453,First_453,Last_453,user453@example.com,2021-03-28,West
454,First_454,Last_454,user454@example.com,2021-03-29,South
455,First_455,Last_455,user455@example.com,2021-03-30,South
456,First_456,Last_456,user456@example.com,2021-03-31,Midwest
457,First_457,Last_457,user457@example.com,2021-04-01,West
458,First_458,Last_458,user458@example.com,2021-04-02,West
459,First_459,Last_459,user459@example.com,2021-04-03,West
460,First_460,Last_460,user460@example.com,2021-04-04,West
461,First_461,Last_461,user461@example.com,2021-04-05,West
462,First_462,Last_462,user462@example.com,2021-04-06,West
463,First_463,Last_463,user463@example.com,2021-04-07,Northeast
464,First_464,Last_464,user464@example.com,2021-04-08,South
465,First_465,Last_465,user465@example.com,2021-04-09,West
466,First_466,Last_466,user466@example.com,2021-04-10,South
467,First_467,Last_467,user467@example.com,2021-04-11,South
468,First_468,Last_468,user468@example.com,2021-04-12,Northeast
469,First_469,Last_469,user469@example.com,2021-04-13,West
470,First_470,Last_470,user470@example.com,2021-04-14,Midwest
471,First_471,Last_471,user471@example.com,2021-04-15,Northeast
472,First_472,Last_472,user472@example.com,2021-04-16,Midwest
473,First_473,Last_473,user473@example.com,2021-04-17,South
474,First_474,Last_474,user474@example.com,2021-04-18,South
475,First_475,Last_475,user475@example.com,2021-04-19,Northeast
476,First_476,Last_476,user476@example.com,2021-04-20,Northeast
477,First_477,Last_477,user477@example.com,2021-04-21,Midwest
478,First_478,Last_478,user478@example.com,2021-04-22,West
479,First_479,Last_479,user479@example.com,2021-04-23,Midwest
480,First_480,Last_480,user480@example.com,2021-04-24,Northeast
481,First_481,Last_481,user481@example.com,2021-04-25,Midwest
482,First_482,Last_482,user482@example.com,2021-04-26,Northeast
483,First_483,Last_483,user483@example.com,2021-04-27,Midwest
484,First_484,Last_484,user484@example.com,2021-04-28,Northeast
485,First_485,Last_485,user485@example.com,2021-04-29,Northeast
486,First_486,Last_486,user486@example.com,2021-04-30,Northeast
487,First_487,Last_487,user487@example.com,2021-05-01,West
